Artist,Title,Location,Date,Sold,Selling Price,low_estimate,high_estimate,Category,Auction Name,Image
"Doménikos Theotokopoulos, Called El Greco And Workshop",Saint Francis Of Assisi In Ecstasy,London,2020,True,781840.04,656126.25,918576.75,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/27a0ddd/2147483647/strip/true/crop/1474x2000+0+0/resize/2048x2779!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fba%2Fcd%2F153a1dc649288df9e9bc214aaa7f%2F011l20036-bnv6f-01-a.jpg
Emilio Terry,A Drawing By Emilio Terry Accompanied By Two Photographs And Two Drawings By Emilo Terry'S Studio,Paris,2021,True,4196.18,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/979e284/2147483647/strip/true/crop/2000x1695+0+0/resize/2048x1736!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F35%2Fd0%2F5e0a282449c0ad3f4c1a33b9a1f7%2F0960pf2137-blyvk-01.jpg
Emilio Terry,Projet De Lit À La Turque Et Autres Projets (Recto Verso),Paris,2021,True,4196.18,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/38bf0a3/2147483647/strip/true/crop/2000x1295+0+0/resize/2048x1326!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb1%2F40%2Fc5fe9f2f4507867bda287bcebc77%2F0308pf2137-blv57-01.jpg
"English School, 19Th Century ",A Cavalier King Charles Spaniel In A Landscape,New York,2020,True,10625.0,1000.0,2000.0,Old Masters,Mario Buatta: Prince of Interiors,https://sothebys-md.brightspotcdn.com/dims4/default/d7f381c/2147483647/strip/true/crop/2000x1339+0+0/resize/2048x1371!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F98%2F06%2F6a4c492d448db09c511c1bb3a68b%2F017n10304-b9qpl-web.jpg
"English School, 19Th Century ",A Trompe L'Oeil Of A Country Landscape With Cottages Behind A Broken Glass,New York,2020,True,1500.0,700.0,900.0,Old Masters,Mario Buatta: Prince of Interiors,https://sothebys-md.brightspotcdn.com/dims4/default/2df4ce5/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F97%2F17%2Fd1f69c92486a83e8aa431ae4b920%2Fn10304-406-web.jpg
"English School, 19Th Century ",Two Cavalier King Charles Spaniels In A Landscape,New York,2020,True,13750.0,2000.0,3000.0,Old Masters,Mario Buatta: Prince of Interiors,https://sothebys-md.brightspotcdn.com/dims4/default/d549bad/2147483647/strip/true/crop/2000x1429+0+0/resize/2048x1463!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9b%2F9d%2Fe19cbfef4925b0bd84f826c9334b%2F016n10304-b9qpn-web.jpg
Frans Pourbus The Elder,"Portrait Of A Bearded Gentleman, Bust-Length, Wearing A Gold Chain",New York,2022,True,63000.0,60000.0,80000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/5e25f91/2147483647/strip/true/crop/1625x2000+0+0/resize/2048x2521!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Faa%2Fbb%2F884c10b247d092b9001e03236e4c%2F027n10901-c38xm-t2-04.jpg
Frans Pourbus The Elder,"Portrait Of A Young Woman, Aged 17, Holding A Small Spaniel Wearing A Collar Of Bells",New York,2021,True,478800.0,70000.0,90000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/632737d/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F80%2Fa2%2F18ee6e91462c85c41c83ffc1c495%2Fn10607-19-web.jpg
François Boucher,Le Départ Pour La Pêche,London,2021,True,264550.1,196837.87,262450.5,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/e904667/2147483647/strip/true/crop/1668x2000+0+0/resize/2048x2456!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F49%2F36%2Fcce0ba1d4dc4816e28e332917369%2Fl21033-bxpgv-01-post-restoration.jpg
François Boucher,Les Villageois À La Pêche,London,2021,True,413359.54,328063.12,459288.37,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/2a7329a/2147483647/strip/true/crop/1587x2000+0+0/resize/2048x2581!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8b%2Fba%2F0138d98548459dcc646d0859609d%2Fl21033-bxpgt-01-post-restoration.jpg
François Boucher And Studio,Danäe,New York,2022,True,151200.0,180000.0,220000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/0085fff/2147483647/strip/true/crop/2000x1310+0+0/resize/2048x1341!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F2f%2Feb%2F16de2ec24feba3516714987e9ba1%2F117n10901-4dhc8-t1-04.jpg
François Boucher And Studio,Evening Or The Interrupted Sleep (Le Sommeil Interrompu),London,2021,True,181878.2,131225.25,196837.87,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/82506ee/2147483647/strip/true/crop/1157x2000+0+0/resize/2048x3540!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F57%2Fd9%2Fc744c1f248839a5b41c6cb0904ac%2Fl21036-829d2-01-t1.jpg
François Boucher And Studio,The Offering To Love (L'Offrande À L'Amour),London,2021,True,256282.91,78735.15,104980.2,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/3a77f8c/2147483647/strip/true/crop/1167x2000+0+0/resize/2048x3510!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fad%2F35%2F46b9400344469555befa2b515cd8%2Fl21036-829cj-01-t1.jpg
"Gaspar Van Wittel, Called Vanvitelli","A Pair Of Views Of Villa Aldobrandini, Frascati",London,2021,True,396825.16,131225.25,196837.87,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/02ac82e/2147483647/strip/true/crop/2000x807+0+0/resize/2048x826!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F48%2Fc7%2Ffe34d895432b9809fde03804b76d%2Fl21036-c2xq4-01-t1-group-b-combined.jpg
"Gaspar Van Wittel, Called Vanvitelli","Venice, Santa Maria Della Salute And The Entrance To The Grand Canal",London,2020,True,496031.44,393675.75,524901.0,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/fe5b690/2147483647/strip/true/crop/2000x1154+0+0/resize/2048x1182!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8b%2F4e%2Fc2f8a4cb48759d4bb318a4b064f9%2Fl20036-bnnqc-01-a.jpg
"Genoese School, 17Th Century ",Allegory Of Painting,New York,2020,True,12600.0,10000.0,15000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/8fd4ea5/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F31%2Fec%2F2366dd714b6caf0bc9017c38f266%2Fn10377-128-974m4-web.jpg
"Genoese School, 17Th Century ",Ecce Homo,London,2019,True,303458.39,32806.31,45928.84,Old Masters,Old Masters Day Sale,https://sothebys-md.brightspotcdn.com/dims4/default/946bbf8/2147483647/strip/true/crop/1630x2000+0+0/resize/2048x2513!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F22%2F24%2F56f35cb24b74960f93a7f038e4a4%2F603l19037-b22bd.jpg
Giovanni Lanfranco,Noli Me Tangere,New York,2021,True,100800.0,100000.0,150000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/e48fe55/2147483647/strip/true/crop/1704x2000+0+0/resize/2048x2404!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F06%2F6e%2Ff543c121412c9062242e6911a7e4%2F011n10762-byf36-04.jpg
Giovanni Lanfranco,The Holy Family With The Infant Saint John The Baptist,New York,2022,True,94500.0,30000.0,50000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/7d502e2/2147483647/strip/true/crop/1515x2000+0+0/resize/2048x2704!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fde%2F34%2F3262e0294c5fa63f88d75c74da1b%2F003n10902-8ft7w-03.jpg
Girolamo Mazzola Bedoli,The Holy Family In A Landscape,New York,2021,True,69300.0,60000.0,80000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/7bd27af/2147483647/strip/true/crop/1449x2000+0+0/resize/2048x2827!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb7%2F58%2Fb26d6f73480b976a57bd859bee5d%2F069n10762-byfhq-02-a.jpg
Girolamo Mazzola Bedoli,The Virgin And Child Enthroned With A Bishop Saint And Saint Francis  ，,London,2021,True,239748.53,196837.87,262450.5,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/ab9efb2/2147483647/strip/true/crop/1339x2000+0+0/resize/2048x3059!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8f%2Fd2%2F4413083a4e5496b7ed7a2b005bd2%2Fl21033-bdyyv-01.jpg
Hubert Robert,A Fantasy View Of Tivoli,Paris,2021,True,335694.24,133212.0,199818.0,Old Masters,"Tableaux Dessins Sculptures 1300-1900, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/9aea4a5/2147483647/strip/true/crop/987x2000+0+0/resize/2048x4150!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F78%2F3f%2F85c7782e4b69aa199c87edabc5ae%2F103pf2109-br6zw-01.jpg
Hubert Robert,Architectural Capriccio With Ruins Of The Campo Vaccino And Of The Colosseum,Paris,2021,True,111898.08,88808.0,133212.0,Old Masters,"Tableaux Dessins Sculptures 1300-1900, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/20bbc2b/2147483647/strip/true/crop/998x2000+0+0/resize/2048x4104!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd8%2F32%2F0778d904478da510d6080c1b3029%2F097pf2109-br6zr-01.jpg
Hubert Robert,View Of A Garden With A Large Fountain At Center And Figures Relaxing And Dancing In The Foreground,New York,2021,True,315000.0,300000.0,500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/31c0369/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbf%2Fe6%2F0fd03d834b28afe8b3c937abf0e5%2Fn10607-39-web.jpg
Hubert Robert,"View Of A Walled Garden Courtyard, With A Woman Feeding Chickens And Other Figures In The Foreground",New York,2021,True,201600.0,200000.0,300000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/3fb95e6/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F86%2F08%2F33bec92d47c7b7013c9d916a4316%2Fn10607-40-web.jpg
Hubert Robert ,The Temple Of Diana At Nimes With Figures In The Foreground Including An Artist Sketching,New York,2020,True,685500.0,400000.0,600000.0,Old Masters,The Collection of Ambassador and Mrs. Felix Rohatyn,https://sothebys-md.brightspotcdn.com/dims4/default/089b11c/2147483647/strip/true/crop/1824x1312+0+0/resize/2048x1473!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ffb%2Ff7%2Ffd6d80504adf8ba26e155e1dff11%2Fn10385-17-76lfg-web.jpg
Hubert Robert ,"View Of The Palazzo Durazzo, Genoa, With Washerwomen And Other Figures In The Foreground",New York,2020,True,988000.0,500000.0,700000.0,Old Masters,The Collection of Ambassador and Mrs. Felix Rohatyn,https://sothebys-md.brightspotcdn.com/dims4/default/11ed546/2147483647/strip/true/crop/1840x1360+0+0/resize/2048x1514!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F66%2F47%2F13d3a25b4a5aa3b33914774389ae%2Fn10385-16-bhgtx-web.jpg
Jacob Isaacksz. Van Ruisdael,Landscape With A Cottage And Stone Bridge Under A Cloudy Sky,London,2020,True,1289944.2,1049802.0,1574703.0,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/8904d7f/2147483647/strip/true/crop/2000x1423+0+0/resize/2048x1457!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F75%2F47%2F78082e504189922fb7a9fa022004%2Fl20036-bbpw3-01.jpg
Jacob Isaacksz. Van Ruisdael,Landscape With Cornfields And A Thatched Barn,London,2020,True,99206.29,104980.2,157470.3,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/85be1d4/2147483647/strip/true/crop/2000x1594+0+0/resize/2048x1632!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff3%2Ffa%2F6c18d68940b5a4e7baab5683182a%2F010l20036-bjz2c.jpg
Jacob Jordaens ,Christ Among The Pharisees,London,2019,True,278853.66,65612.62,91857.67,Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/d18326c/2147483647/strip/true/crop/2000x1308+0+0/resize/2048x1339!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fe9%2F37%2Fff9caf774228b1413b5379f818f8%2F793l19036-b8nvy.jpg
Jacob Jordaens ,Christ Triumphant Among The Nine Penitents,New York,2020,True,441000.0,200000.0,300000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/4cc4812/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F32%2Fb6%2Fa77016564124a8d412f3d502307c%2Fn10377-145-95wr8-web.jpg
Jacob Jordaens ,The Sleeping Antiope Approached By Jupiter,New York,2020,True,237500.0,200000.0,300000.0,Old Masters,Master Paintings Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/ffa4ffb/2147483647/strip/true/crop/2000x1245+0+0/resize/2048x1275!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F46%2F15%2Fb2d1dade41ad87f130b8fb1de2f2%2F181n10308-bdrl3.png
Jan Anthonisz. Van Ravesteyn ,"Portrait Of A Lady, Three-Quarter Length, In A Wide Lace Collar, Holding A Fan",London,2019,True,27885.37,13122.52,19683.79,Old Masters,Old Masters Day Sale,https://sothebys-md.brightspotcdn.com/dims4/default/32c1724/2147483647/strip/true/crop/1445x2000+0+0/resize/2048x2835!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F92%2F0b%2F2132e9ee48d189f4d66cc92d125c%2F025l19037-bbyzq.jpg
Jan Anthonisz. Van Ravesteyn ,Portrait Of A Young Golfer,London,2019,True,507841.72,157470.3,236205.45,Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/831d2a7/2147483647/strip/true/crop/1461x2000+0+0/resize/2048x2804!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fba%2F40%2Fc8ec284d4190a8722f19f5ed5351%2F013l19036-bdbs9.jpg
Jan Brueghel The Elder,A Wooded Estuary With A Ferry And Fishermen Selling Their Catch,London,2021,True,845353.06,393675.75,656126.25,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/57f7aca/2147483647/strip/true/crop/2000x1992+0+0/resize/2048x2040!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4d%2F55%2Fc7da68ac47f2a46ea2f61e73258f%2Fl21033-7b2pt-01-a.jpg
Jan Brueghel The Elder,Landscape With A Rowing Boat Beside Riverside Cottages,London,2021,True,527787.95,262450.5,393675.75,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/f746a05/2147483647/strip/true/crop/2000x1441+0+0/resize/2048x1476!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F17%2F15%2Ff940beba48fe99fe771c2f60c9eb%2Fl21036-c3c3w-cs-01-t1.jpg
Jan Davidsz. De Heem,"Still Life Of Fruit, Including Lemons, Grapes, Pears And Cherries, Together With A Hazelnut, All Arranged On A Table Largely Draped With A Blue Cloth  ，",London,2021,True,380290.77,262450.5,393675.75,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/c04cc85/2147483647/strip/true/crop/2000x1607+0+0/resize/2048x1646!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F10%2F90%2Fb224061e4709b02eae09cef456f6%2F1070l21033-by4wr-01.jpg
Jan Davidsz. De Heem,"Still Life With Flowers In A Glass Vase, A Lemon, An Ear Of Corn, With A Snail And Butterflies Beside A Skull",London,2021,True,231481.34,104980.2,157470.3,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/1898b99/2147483647/strip/true/crop/2000x1449+0+0/resize/2048x1484!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F58%2F83%2Fa19e58334a15aa09c6e799dc3d27%2Fl21033-brpwg-01.jpg
Jan Josefsz. Van Goyen,Summer; Winter ；,London,2021,True,396825.16,262450.5,393675.75,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/3c26d22/2147483647/strip/true/crop/2000x2022+0+0/resize/2048x2071!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9a%2Fe2%2F63f6db6f45409947fa176cf84b39%2Fl21036-c3c44-cs-01-t1-group-a-combine.jpg
Jan Josefsz. Van Goyen,Winter Landscape With Figures Skating And Sledging With Horses On A Frozen River,London,2021,True,314153.25,131225.25,196837.87,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/84b25cd/2147483647/strip/true/crop/2000x1482+0+0/resize/2048x1518!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fec%2Fb8%2F94d7ca004a6ca29308764df04b23%2Fl21036-c3vw3-01a-t1-reshoot.jpg
"John Constable, R.A.",A Woodland Scene,London,2021,True,413359.54,104980.2,157470.3,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/34701e7/2147483647/strip/true/crop/1632x2000+0+0/resize/2048x2510!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F01%2Fe4%2Fb84c092a42ebbaabcc917adac184%2Fl21036-c4btp-02-t1-01.jpg
"John Constable, R.A.","Colliers Unloading On Hove Beach, Looking Towards Shoreham, Brighton，",London,2021,True,1067648.63,262450.5,393675.75,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/5668198/2147483647/strip/true/crop/2000x1389+0+0/resize/2048x1422!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4a%2F7c%2Fbe6372034286a193279bbf89fc6d%2Fl21036-9cq8w-bi.jpg
"Jusepe De Ribera, Called Lo Spagnoletto ",Job On The Ash Heap,New York,2020,True,437500.0,300000.0,500000.0,Old Masters,Master Paintings & Sculpture Day Sale,https://sothebys-md.brightspotcdn.com/dims4/default/679483c/2147483647/strip/true/crop/2000x1476+0+0/resize/2048x1511!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F72%2Faf%2Fce3f61ec4d6aa699c16e9857378a%2F665n10309-bfdgs.jpg
"Jusepe De Ribera, Called Lo Spagnoletto ",Saint Judas Thaddeus,London,2019,True,523588.75,262450.5,393675.75,Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/cfd76ed/2147483647/strip/true/crop/1449x2000+0+0/resize/2048x2827!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F02%2F19%2Fe35c7e9d4a7d8a70e3b8419fe8ef%2F157l19036-003-b3wh4.jpg
Le Pho,Autoportrait Dans La Forêt,Paris,2021,True,980995.37,166515.0,222020.0,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/eba2c42/2147483647/strip/true/crop/2000x983+0+0/resize/2048x1007!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F85%2F32%2Fdbd56ba646a5bfe14d70515fd6dc%2F0337pf2137-blwdl-01.jpg
Le Pho,Deux Jeunes Écrivant Sur Une Table,Paris,2021,True,26575.79,5550.5,7770.7,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/7469906/2147483647/strip/true/crop/1718x2000+0+0/resize/2048x2384!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8f%2F4d%2Fb786fcc34a19939712f3710d601d%2F0314pf2137-blvv2-01.jpg
Le Pho,Les Pivoines Et Les Iris,Paris,2021,True,72733.75,8880.8,13321.2,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/4f34fee/2147483647/strip/true/crop/1241x2000+0+0/resize/2048x3301!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdc%2F63%2F5919ce0f469fbac3abe0324a1265%2F0329pf2137-blvvq-01.jpg
Le Pho,Maison Vue À Travers Une Arche,Paris,2021,True,20980.89,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/6e261a2/2147483647/strip/true/crop/1450x2000+0+0/resize/2048x2825!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F22%2F9d%2Ffd5bc19143f5a6beed9ce0f48cbc%2F0286pf2137-bltyz-01.jpg
Le Pho,Nature Morte Aux Fleurs,Paris,2021,True,36366.88,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/4d0c826/2147483647/strip/true/crop/2000x1174+0+0/resize/2048x1202!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fda%2Faa%2F97a6011f456f87de208941b00fb6%2F0296pf2137-blv4m-01.jpg
Luca Carlevarijs ,"Venice, A View Of A Corner Of St. Mark'S Square, With Peasants And Dogs To The Right And Other Figures, Some In Oriental Dress, To The Left",London,2019,True,82015.78,52490.1,78735.15,Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/b2a230a/2147483647/strip/true/crop/1586x2000+0+0/resize/2048x2583!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb7%2F88%2Ff39f9e53475daf4b479ae6d729a6%2F058l19036-6v9bb-1.jpg
Luca Carlevarijs ,"Venice, A View Of The Grand Canal With The Church Of Santa Maria Della Salute",London,2019,True,180434.72,131225.25,196837.87,Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/903891e/2147483647/strip/true/crop/2000x1157+0+0/resize/2048x1185!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F08%2F17%2Fab9607d648538ae36ec73623aff2%2F002l19036-bb8th-1.jpg
Manner Of George Stubbs ,A Red And White Spaniel In A Landscape,New York,2020,True,6875.0,1000.0,2000.0,Old Masters,Mario Buatta: Prince of Interiors,https://sothebys-md.brightspotcdn.com/dims4/default/252009f/2147483647/strip/true/crop/2000x1623+0+0/resize/2048x1662!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F94%2F36%2F649f21584f2cad46c216a88e5c5b%2F015n10304-b9qq8-web.jpg
Manner Of George Stubbs ,A Spaniel And Toy Terrier In A Landscape,New York,2020,True,16250.0,3000.0,5000.0,Old Masters,Mario Buatta: Prince of Interiors,https://sothebys-md.brightspotcdn.com/dims4/default/7cc6315/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9b%2F67%2Fd67baa9449d2a055d975b6e95672%2Fn10304-102-web.jpg
Marten Van Cleve The Elder ,Peasants Feeding Spanish Soldiers During The Siege Of Antwerp,Paris,2020,True,11189.81,11101.0,16651.5,Old Masters,Tableaux Dessins Sculptures 1300-1900,https://sothebys-md.brightspotcdn.com/dims4/default/3720ca0/2147483647/strip/true/crop/1915x2000+0+0/resize/2048x2139!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff4%2Fe1%2F373dc6ca4c6aa313537a7b49c6b5%2Fpf0099-bprrq-01.jpg
Marten Van Cleve The Elder ,The Procession Of The Bride; The Procession Of The Groom; The Wedding Feast; The Blessing Of The Marriage Bed,London,2019,True,360869.44,288695.55,367430.7,Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/7eeacc2/2147483647/strip/true/crop/2000x1388+0+0/resize/2048x1421!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbf%2F5d%2Fdd853ee6410db074366b03655780%2Fl19036-21-web.jpg
